skewness,variance,kurtosis,shannon_entropy,label
0.92875,0.845609,0.725011,0.599989,0
0.151403,0.942895,0.505051,0.362382,1
0.732437,0.340477,0.577275,0.713525,0
0.342017,0.944595,0.431452,0.172605,1
0.693931,0.94619,0.130897,0.123433,1
0.271542,0.942812,0.538217,0.28608,1
0.034465,0.112981,0.322958,0.445483,0
0.253507,0.004551,0.83889,0.591506,0
0.908348,0.519633,0.151433,0.519608,1
0.930466,0.034831,0.216487,0.975421,1
0.958819,0.322683,0.614766,0.052185,1
0.692743,0.367142,0.867353,0.168539,1
0.918008,0.374577,0.151984,0.754573,1
0.078822,0.494541,0.886766,0.808674,0
0.060448,0.016886,0.957125,0.926547,0
0.68913,0.906846,0.026723,0.33683,1
0.540309,0.154062,0.018724,0.7476,1
0.419553,0.196825,0.082341,0.703229,0
0.907516,0.649149,0.938807,0.949233,1
0.230464,0.090457,0.208874,0.307797,1
0.674095,0.239592,0.862716,0.880115,1
0.359766,0.233926,0.097834,0.702652,1
0.090062,0.498139,0.429412,0.045954,1
0.781112,0.971322,0.213538,0.387782,1
0.345068,0.766569,0.14865,0.674331,1
0.566474,0.036639,0.139941,0.280234,1
0.000485,0.274528,0.480396,0.282948,0
0.392577,0.353754,0.689131,0.775562,0
0.987742,0.15294,0.551839,0.711222,1
0.813282,0.800249,0.601484,0.456525,1
0.827907,0.969953,0.284856,0.755261,0
0.510967,0.203687,0.43861,0.404107,0
0.95946,0.079642,0.645806,0.933775,1
0.90095,0.391861,0.762168,0.441743,1
0.601681,0.330761,0.703095,0.990116,1
0.600958,0.813138,0.294135,0.217344,1
0.148632,0.773342,0.251941,0.321172,0
0.809325,0.273102,0.598051,0.845733,0
0.905687,0.163044,0.546347,0.172497,1
0.530841,0.132498,0.116835,0.415595,1
0.382477,0.47988,0.048461,0.528584,0
0.808232,0.572282,0.899774,0.369839,1
0.130252,0.044161,0.917832,0.636898,1
0.669697,0.553599,0.546292,0.055953,1
0.953469,0.538129,0.576483,0.262117,0
0.071665,0.311147,0.757309,0.570342,1
0.167567,0.41496,0.094226,0.201881,1
0.713346,0.091107,0.82273,0.898965,0
0.167021,0.798284,0.606782,0.522924,1
0.293783,0.751639,0.335778,0.764917,1
0.161058,0.383675,0.705608,0.261988,0
0.700619,0.516376,0.779506,0.275767,0
0.01147,0.903486,0.483086,0.646117,0
0.064304,0.098568,0.467125,0.303079,1
0.295032,0.117054,0.99127,0.053696,0
0.064812,0.623499,0.865866,0.066333,0
0.535945,0.18265,0.381929,0.509359,1
0.794761,0.076662,0.66125,0.722511,0
0.38694,0.45795,0.987554,0.096993,1
0.821056,0.574231,0.605042,0.093163,0
0.395712,0.559503,0.774775,0.668417,0
0.679891,0.670663,0.821109,0.202291,0
0.23342,0.235726,0.726271,0.365562,0
0.60163,0.144323,0.874354,0.053431,0
0.930036,0.416626,0.823941,0.170825,0
0.823898,0.224944,0.308171,0.08863,0
0.958525,0.056334,0.077266,0.673275,1
0.586549,0.69207,0.450727,0.043977,0
0.765739,0.517919,0.015172,0.199031,0
0.400162,0.685937,0.114696,0.451555,1
0.32894,0.138189,0.699998,0.225287,0
0.12878,0.289193,0.221549,0.984114,1
0.234225,0.464543,0.84179,0.235403,0
0.484864,0.862326,0.52036,0.419243,1
0.64975,0.986848,0.100401,0.104521,1
0.904256,0.686728,0.142634,0.45797,1
0.480917,0.39341,0.906513,0.952632,1
0.288122,0.261653,0.614666,0.122861,0
0.615255,0.68324,0.250503,0.095623,1
0.159811,0.9789,0.26062,0.272245,1
0.14682,0.807016,0.726411,0.92201,1
0.659279,0.32833,0.427035,0.705833,1
0.121839,0.843813,0.636511,0.513442,1
0.197682,0.080198,0.111561,0.55658,1
0.597173,0.70503,0.032875,0.963471,1
0.922394,0.346333,0.643608,0.433963,0
0.674181,0.454328,0.901606,0.711236,0
0.4258,0.610389,0.657121,0.423143,0
0.738531,0.469254,0.023857,0.484557,0
0.683913,0.733083,0.731629,0.254753,0
0.517612,0.375189,0.442902,0.69289,1
0.340448,0.141196,0.417256,0.095545,1
0.184312,0.928134,0.096918,0.915373,0
0.309002,0.999873,0.592594,0.688212,0
0.103027,0.436624,0.962629,0.915612,1
0.985035,0.051928,0.020498,0.742627,1
0.037644,0.239431,0.900904,0.768106,0
0.917906,0.326668,0.451507,0.200612,0
0.188972,0.990562,0.462812,0.117304,0
0.402088,0.428927,0.266611,0.176323,1
0.43889,0.253247,0.607748,0.300438,1
0.360649,0.678647,0.229661,0.119465,1
0.986928,0.67991,0.792627,0.909304,0
0.815181,0.974262,0.12338,0.000216,1
0.11173,0.503778,0.187452,0.982689,0
0.806817,0.246611,0.190782,0.167816,0
0.161834,0.396095,0.408727,0.369468,1
0.191184,0.475674,0.557732,0.117541,0
0.225126,0.972772,0.472633,0.155086,0
0.529538,0.322974,0.098336,0.983723,0
0.570899,0.055611,0.614281,0.569754,1
0.205431,0.050552,0.173563,0.656108,1
0.926068,0.127267,0.19473,0.892474,0
0.855411,0.151547,0.495878,0.956866,0
0.131968,0.406071,0.878459,0.504114,1
0.781287,0.163366,0.956621,0.5243,1
0.567046,0.699866,0.992814,0.266056,1
0.569953,0.885109,0.761775,0.523825,1
0.494085,0.220092,0.712194,0.952258,0
0.704776,0.627581,0.813305,0.2343,1
0.148465,0.066279,0.48516,0.4109,0
0.939635,0.956177,0.817435,0.56281,1
0.483799,0.360722,0.038227,0.491378,1
0.351455,0.938492,0.076123,0.251997,1
0.548389,0.04835,0.480656,0.82898,1
0.324053,0.581556,0.757884,0.971524,1
0.209581,0.307978,0.51251,0.252458,1
0.084107,0.852788,0.696506,0.757577,0
0.844158,0.979366,0.185526,0.036812,0
0.284747,0.075435,0.269021,0.629337,1
0.284163,0.588973,0.611436,0.307818,0
0.733971,0.288357,0.67021,0.276961,1
0.839464,0.466492,0.605844,0.63779,0
0.270463,0.865195,0.647219,0.357919,0
0.655757,0.683983,0.040325,0.674082,1
0.684158,0.607166,0.765368,0.250511,0
0.467109,0.699776,0.339141,0.272054,0
0.549014,0.423223,0.894917,0.901803,0
0.71729,0.378017,0.830582,0.104225,0
0.702743,0.04956,0.240735,0.992567,0
0.61344,0.486563,0.479023,0.598065,0
0.444672,0.470735,0.921203,0.013786,0
0.874191,0.166367,0.745331,0.191984,0
0.985698,0.206491,0.169477,0.205929,0
0.626412,0.19304,0.819066,0.32441,1
0.196927,0.867992,0.826486,0.551311,1
0.604511,0.42226,0.375566,0.252098,1
0.402203,0.389849,0.654092,0.757403,0
0.508984,0.478028,0.51475,0.820809,1
0.826322,0.977094,0.129813,0.426342,1
0.226371,0.937579,0.437624,0.947932,1
0.743542,0.855662,0.579926,0.647756,1
0.802033,0.16796,0.869107,0.109914,0
0.332589,0.671954,0.118499,0.763865,1
0.87296,0.572075,0.083243,0.163272,1
0.199541,0.82915,0.519941,0.844942,0
0.171844,0.051201,0.667532,0.44434,0
0.199166,0.260024,0.923385,0.183233,0
0.269567,0.439871,0.094853,0.153301,1
0.433762,0.312562,0.841763,0.01875,1
0.681585,0.825219,0.933966,0.907819,1
0.598736,0.920061,0.884985,0.362731,1
0.400102,0.574529,0.739076,0.1073,0
0.309275,0.093997,0.045276,0.633106,0
0.248689,0.232936,0.045097,0.693622,0
0.808376,0.378378,0.131119,0.120578,0
0.749784,0.205966,0.128179,0.36086,1
0.683501,0.549779,0.483972,0.997668,1
0.300716,0.076421,0.932013,0.753888,0
0.436172,0.47748,0.581519,0.389463,1
0.951057,0.008847,0.498603,0.266383,1
0.785612,0.264777,0.455336,0.569767,1
0.700016,0.067534,0.499951,0.654339,1
0.425031,0.595625,0.527572,0.440933,1
0.681513,0.634103,0.886558,0.363799,1
0.527695,0.137411,0.968295,0.614503,1
0.128427,0.584504,0.240648,0.147736,1
0.002611,0.967946,0.878929,0.935084,1
0.499113,0.80841,0.558428,0.762698,0
0.663388,0.130926,0.061791,0.096364,1
0.911966,0.93513,0.391284,0.388095,0
0.894142,0.492737,0.576241,0.545559,0
0.029739,0.740179,0.30975,0.763134,1
0.623439,0.993911,0.672418,0.486233,1
0.266695,0.492398,0.323069,0.482396,0
0.701831,0.855881,0.145143,0.560634,1
0.611603,0.966487,0.096073,0.953709,0
0.737669,0.298584,0.590597,0.973857,0
0.391024,0.092058,0.842612,0.436844,0
0.363043,0.858753,0.416551,0.059346,0
0.10786,0.054614,0.517729,0.523289,0
0.408089,0.859627,0.121559,0.999208,1
0.255328,0.713104,0.986111,0.642823,0
0.080883,0.53429,0.651034,0.989182,0
0.382917,0.721588,0.657443,0.963855,1
0.28708,0.133471,0.995084,0.480226,0
0.566328,0.054118,0.319311,0.85116,1
0.971385,0.367719,0.300156,0.178265,0
0.676454,0.309573,0.820011,0.222779,1
0.037453,0.67523,0.801404,0.705976,1
0.852437,0.472342,0.900928,0.162633,1
0.678994,0.679933,0.258622,0.674283,0
0.473902,0.75542,0.139329,0.172283,1
0.775625,0.111608,0.977285,0.354312,1
0.34114,0.806436,0.627054,0.870399,0
0.520769,0.502407,0.354661,0.999528,1
0.703867,0.98252,0.911273,0.683621,0
0.277066,0.355044,0.83665,0.232988,1
0.532378,0.358056,0.321812,0.327965,0
0.318411,0.661684,0.615203,0.229862,0
0.48552,0.061604,0.655859,0.456785,0
0.954252,0.060207,0.12496,0.718194,1
0.673585,0.581876,0.48925,0.471563,1
0.587382,0.564848,0.271695,0.064933,1
0.592856,0.933961,0.490296,0.949644,1
0.628017,0.768254,0.731787,0.733331,0
0.886425,0.411507,0.916119,0.255929,1
0.93138,0.511519,0.422358,0.75611,0
0.733752,0.412292,0.378334,0.744726,1
0.357156,0.611524,0.096951,0.052939,1
0.59345,0.288646,0.954627,0.835541,0
0.038438,0.226629,0.102529,0.276255,0
0.994328,0.439947,0.086595,0.431027,0
0.950855,0.042982,0.469302,0.115691,1
0.637691,0.74062,0.879263,0.135027,0
0.119421,0.993463,0.067801,0.604361,1
0.450902,0.727721,0.579979,0.304724,1
0.105815,0.731519,0.876405,0.707898,0
0.712677,0.347822,0.636148,0.205331,1
0.60236,0.733032,0.488805,0.824372,1
0.631129,0.290995,0.551888,0.854055,0
0.1595,0.810941,0.11534,0.080629,0
0.312857,0.958554,0.317345,0.345846,1
0.850618,0.96503,0.662796,0.354114,0
0.856197,0.770613,0.143406,0.630913,0
0.694405,0.998737,0.996585,0.820217,0
0.417177,0.745704,0.566619,0.26921,1
0.880177,0.667197,0.657295,0.540098,0
0.8771,0.096731,0.057727,0.82346,1
0.085163,0.598372,0.926596,0.218182,1
0.293893,0.139052,0.071472,0.405279,1
0.357392,0.730064,0.850813,0.838573,0
0.591375,0.928382,0.869989,0.683416,0
0.845086,0.077092,0.587974,0.208593,1
0.198856,0.111628,0.118627,0.785281,1
0.448773,0.872068,0.13681,0.544549,1
0.183491,0.890641,0.104421,0.443423,1
0.627437,0.633204,0.587622,0.384768,1
0.286842,0.493342,0.301314,0.319899,1
0.144756,0.218773,0.318224,0.584879,0
0.17558,0.448315,0.66906,0.368067,0
0.691183,0.622923,0.186875,0.030968,1
0.864397,0.235975,0.322473,0.692294,0
0.981323,0.695107,0.286672,0.956001,0
0.503164,0.105047,0.397438,0.657906,1
0.371684,0.956271,0.536218,0.435296,1
0.254384,0.853704,0.033446,0.276218,1
0.370717,0.574472,0.871375,0.324172,1
0.17038,0.061847,0.619221,0.909709,0
0.19445,0.250845,0.166656,0.555644,0
0.04116,0.269271,0.88087,0.326236,1
0.847848,0.142416,0.624625,0.698861,1
0.485435,0.662226,0.333813,0.739327,1
0.505222,0.747878,0.791383,0.276441,0
0.567498,0.21675,0.823289,0.07577,0
0.095926,0.732834,0.382879,0.952053,0
0.463505,0.041072,0.635646,0.235806,1
0.102306,0.761845,0.200957,0.840661,0
0.979658,0.823253,0.092733,0.243121,0
0.602015,0.027811,0.791518,0.507285,0
0.411779,0.466605,0.451654,0.857731,1
0.761076,0.458452,0.948078,0.20789,0
0.211769,0.500471,0.961395,0.68939,1
0.10153,0.522803,0.271089,0.162588,0
0.160741,0.121125,0.670386,0.195774,1
0.702823,0.894358,0.81094,0.416774,1
0.252445,0.015917,0.922656,0.380924,0
0.740741,0.147493,0.508507,0.623735,1
0.963881,0.218883,0.937283,0.725825,1
0.312429,0.618305,0.691613,0.667133,0
0.37002,0.416036,0.89521,0.16815,0
0.829299,0.099219,0.262318,0.71975,1
0.050959,0.51584,0.464291,0.724334,0
0.326377,0.370453,0.529707,0.996468,1
0.614611,0.156597,0.921434,0.417208,0
0.967869,0.969082,0.242712,0.687305,0
0.871982,0.218888,0.989022,0.795067,1
0.372742,0.017488,0.842718,0.530231,0
0.196869,0.17021,0.455565,0.396513,0
0.76244,0.007841,0.738229,0.704501,0
0.700573,0.618444,0.145699,0.558138,1
0.446523,0.361939,0.826012,0.770385,1
0.858771,0.283418,0.564372,0.629719,1
0.672759,0.640638,0.308037,0.740928,1
0.607032,0.488296,0.969613,0.156411,0
0.294185,0.33538,0.876201,0.114475,0
0.547758,0.597684,0.679753,0.884917,0
0.568998,0.51207,0.718742,0.298635,1
0.426838,0.329506,0.703377,0.871083,1
0.139429,0.416111,0.434508,0.031354,1
0.688333,0.214493,0.721251,0.510559,0
0.136059,0.809391,0.403807,0.656557,0
0.301274,0.198318,0.008892,0.736944,1
0.677561,0.249719,0.848446,0.001437,1
0.922761,0.762562,0.816924,0.503329,0
0.556798,0.490231,0.545151,0.63153,0
0.161494,0.106515,0.037442,0.672523,1
0.540948,0.728743,0.942518,0.568612,0
0.558959,0.638306,0.004047,0.227787,0
0.193812,0.070849,0.481338,0.533093,0
0.081021,0.382404,0.415193,0.206309,1
0.822718,0.405262,0.454397,0.913351,1
0.064206,0.819062,0.220279,0.289208,0
0.240501,0.221658,0.795287,0.940215,1
0.725488,0.120824,0.108432,0.670996,0
0.760405,0.15357,0.217092,0.37239,1
0.628757,0.67285,0.050582,0.935039,1
0.052606,0.167031,0.297598,0.204059,0
0.574261,0.448993,0.872161,0.223446,1
0.748938,0.402944,0.1913,0.399688,0
0.19732,0.264836,0.487088,0.428103,1
0.508823,0.763577,0.363815,0.432469,0
0.210175,0.438962,0.963028,0.935055,0
0.673083,0.536637,0.366438,0.133768,1
0.113511,0.994694,0.656997,0.238588,0
0.96793,0.115756,0.084803,0.348974,1
0.331235,0.782139,0.552378,0.27715,0
0.881487,0.441496,0.827755,0.878196,1
0.018911,0.101616,0.168738,0.440368,1
0.756554,0.781972,0.449176,0.448544,1
0.817344,0.418532,0.686461,0.635187,0
0.874242,0.353236,0.825991,0.701784,1
0.139398,0.785953,0.402756,0.184425,1
0.930422,0.949288,0.153453,0.001697,0
0.867549,0.970636,0.86857,0.989557,1
0.316394,0.418886,0.212844,0.658426,0
0.470696,0.538218,0.769685,0.356149,1
0.161613,0.946793,0.924907,0.519455,0
0.586636,0.336602,0.536433,0.992488,1
0.58112,0.962579,0.486761,0.491817,0
0.517532,0.878919,0.073623,0.601772,0
0.92661,0.620043,0.920934,0.300501,1
0.608659,0.362246,0.013153,0.523204,1
0.570158,0.227049,0.836249,0.905801,0
0.924027,0.300081,0.886528,0.967224,0
0.444941,0.228425,0.000661,0.991112,0
0.457046,0.174583,0.725801,0.418619,0
0.316717,0.582947,0.00955,0.6528,0
0.090491,0.193612,0.652873,0.735806,0
0.487349,0.101816,0.043341,0.800855,0
0.776229,0.280496,0.759873,0.550129,1
0.672863,0.879263,0.374819,0.814534,1
0.597524,0.82462,0.577214,0.634935,0
0.762034,0.47455,0.249747,0.628085,0
0.298491,0.679158,0.267844,0.124345,1
0.123728,0.674818,0.458348,0.508393,0
0.986562,0.239581,0.808523,0.917086,0
0.83673,0.576789,0.385885,0.687139,1
0.157863,0.746648,0.321654,0.783605,1
0.545555,0.314799,0.265311,0.850699,1
0.95787,0.827535,0.581741,0.050906,0
0.402822,0.278607,0.9944,0.075659,0
0.707717,0.817096,0.75723,0.45789,1
0.436312,0.051778,0.741685,0.447173,0
0.066346,0.579842,0.92967,0.661476,1
0.859296,0.340998,0.192607,0.683075,1
0.221564,0.271196,0.121166,0.090453,0
0.203349,0.180577,0.360782,0.467868,0
0.967223,0.479099,0.889284,0.244425,0
0.252564,0.777143,0.305495,0.643991,0
0.335319,0.187782,0.928545,0.506989,1
0.526719,0.765344,0.271279,0.231663,1
0.719527,0.470289,0.503453,0.858576,0
0.063039,0.797407,0.799392,0.785013,1
0.937685,0.743588,0.221195,0.741712,1
0.180015,0.05153,0.455829,0.247138,1
0.309714,0.988978,0.010653,0.408372,1
0.899495,0.573017,0.911519,0.082061,1
0.67973,0.166997,0.67268,0.080385,1
0.334157,0.216395,0.660649,0.24039,1
0.206885,0.01138,0.269533,0.308486,0
0.113614,0.37553,0.103495,0.09458,0
0.6513,0.212755,0.059433,0.327369,0
0.336425,0.54561,0.330279,0.61711,1
0.061527,0.392045,0.05912,0.27296,1
0.818696,0.119747,0.69083,0.663851,1
0.740884,0.934457,0.731113,0.668623,1
0.021437,0.827775,0.606954,0.401918,0
0.474944,0.338166,0.409508,0.93009,1
0.779061,0.696972,0.903515,0.980237,0
0.498654,0.999409,0.199018,0.750237,0
0.75932,0.193004,0.040456,0.197773,0
0.757099,0.332961,0.159409,0.79638,0
0.578279,0.342324,0.423625,0.991699,0
0.960651,0.968396,0.904594,0.323149,1
0.010026,0.357846,0.691131,0.615002,1
0.725326,0.721397,0.104288,0.109232,1
0.531419,0.818313,0.317271,0.262273,1
0.049088,0.534324,0.811785,0.73639,0
0.082425,0.156878,0.883895,0.391839,1
0.915435,0.81775,0.661016,0.590606,0
0.426774,0.398368,0.749391,0.542584,0
0.182747,0.600656,0.652146,0.194007,0
0.41629,0.21233,0.849572,0.530179,0
0.900741,0.22087,0.609406,0.143389,0
0.996195,0.001761,0.900032,0.44972,1
0.18893,0.993292,0.220695,0.283199,0
0.86725,0.985963,0.688684,0.749007,1
0.442812,0.85614,0.263831,0.510678,0
0.832674,0.233048,0.387608,0.634003,0
0.418075,0.43028,0.399393,0.82337,0
0.363563,0.434309,0.748426,0.551447,0
0.174358,0.450405,0.912268,0.019123,1
0.34803,0.933919,0.419114,0.616987,1
0.313811,0.272644,0.915456,0.152971,1
0.62435,0.928611,0.246495,0.205595,0
0.769168,0.907609,0.747552,0.43738,1
0.789923,0.061593,0.376097,0.614912,0
0.329416,0.927004,0.089802,0.766767,0
0.992072,0.724973,0.961825,0.920514,1
0.057333,0.681426,0.018795,0.024185,1
0.75413,0.26854,0.488641,0.86164,1
0.685702,0.44724,0.810386,0.64914,0
0.245421,0.538695,0.751413,0.002118,1
0.641895,0.75499,0.559422,0.554721,1
0.18811,0.509352,0.643377,0.256531,1
0.590188,0.295823,0.033781,0.084849,0
0.687224,0.518998,0.04722,0.967062,0
0.904999,0.387612,0.96482,0.776673,1
0.883378,0.16106,0.773184,0.959413,0
0.365413,0.912762,0.94868,0.528653,0
0.418559,0.074006,0.425239,0.339407,1
0.02868,0.412095,0.423513,0.390335,0
0.189036,0.758927,0.405056,0.169743,0
0.348836,0.421786,0.203017,0.019008,1
0.401816,0.441314,0.359718,0.625781,0
0.009638,0.189286,0.746276,0.038133,1
0.050116,0.611505,0.871834,0.62897,1
0.948987,0.140101,0.780209,0.53419,1
0.872135,0.736117,0.641512,0.221108,1
0.151228,0.781736,0.253118,0.585783,0
0.083266,0.876463,0.205594,0.494747,1
0.556552,0.83865,0.342565,0.638538,1
0.789731,0.694901,0.336237,0.506585,1
0.847862,0.561412,0.571248,0.883819,0
0.982406,0.73722,0.338011,0.547598,0
0.819982,0.769726,0.17575,0.287406,1
0.343027,0.446053,0.594623,0.633447,0
0.324861,0.622601,0.983493,0.924194,0
0.70033,0.007433,0.203328,0.758864,1
0.33052,0.61428,0.310072,0.682474,0
0.251549,0.064792,0.516503,0.103718,1
0.94389,0.689323,0.027808,0.233951,0
0.870196,0.299426,0.573376,0.274062,1
0.052626,0.309618,0.698881,0.092111,0
0.649078,0.883085,0.126138,0.392986,0
0.85026,0.705309,0.282447,0.241074,1
0.823197,0.010689,0.757544,0.106083,0
0.27653,0.195716,0.360834,0.424848,0
0.427545,0.502925,0.579337,0.002194,0
0.76548,0.910663,0.388731,0.951225,1
0.712788,0.628399,0.819581,0.678461,0
0.427175,0.536051,0.21832,0.98894,0
0.116495,0.543072,0.079293,0.732785,1
0.459781,0.508865,0.030577,0.914435,1
0.679913,0.514348,0.10683,0.062535,1
0.762913,0.963353,0.808716,0.189848,1
0.027684,0.120051,0.269221,0.164201,0
0.926538,0.083721,0.513995,0.507245,1
0.376427,0.004654,0.809561,0.109285,0
0.313598,0.155802,0.356849,0.839521,0
0.467772,0.739648,0.231013,0.264176,0
0.116831,0.148113,0.016215,0.750105,0
0.103983,0.376917,0.126836,0.624817,0
0.435966,0.860296,0.888471,0.198067,1
0.149718,0.220816,0.5421,0.965912,0
0.724734,0.53341,0.107351,0.166335,1
0.370703,0.913201,0.728724,0.058797,0
0.663364,0.642264,0.662407,0.1413,0
0.825268,0.036034,0.82637,0.789327,1
0.759558,0.801645,0.547848,0.302261,0
0.876255,0.128927,0.66198,0.386584,1
0.015876,0.266024,0.337922,0.229523,0
0.105651,0.71896,0.924318,0.413106,1
0.575047,0.342329,0.859902,0.161245,1
0.731279,0.880296,0.240805,0.522363,1
0.150212,0.962042,0.674076,0.660846,1
0.909228,0.974807,0.04809,0.37102,0
0.653197,0.200971,0.596154,0.731876,0
0.478793,0.860406,0.58983,0.411648,0
0.953713,0.55639,0.362594,0.595804,0
0.945233,0.498784,0.352053,0.585196,1
0.045396,0.849297,0.458765,0.290986,0
0.3667,0.995216,0.042704,0.235972,0
0.97587,0.29657,0.955706,0.689089,1
0.146856,0.776601,0.362924,0.858798,0
0.063655,0.070251,0.780589,0.492593,0
0.007585,0.693371,0.303328,0.442801,0
0.572275,0.890187,0.423734,0.18955,0
0.720761,0.888721,0.937818,0.612121,0
0.606507,0.533959,0.445069,0.664142,1
0.759009,0.703178,0.643227,0.199093,0
0.238059,0.855865,0.904698,0.150662,1
0.081707,0.482021,0.269863,0.242654,1
0.471552,0.045617,0.150741,0.12905,0
0.544141,0.183072,0.054436,0.153242,0
0.955283,0.832596,0.012899,0.581493,0
0.028503,0.146739,0.764078,0.298723,0
0.900907,0.909539,0.561264,0.012272,1
0.325692,0.236795,0.082127,0.246504,0
0.100726,0.533069,0.173704,0.014131,1
0.786052,0.200682,0.594658,0.655161,1
0.906791,0.504929,0.30307,0.695964,1
0.194157,0.998454,0.023244,0.452459,0
0.608831,0.852735,0.928965,0.431516,1
0.897628,0.441738,0.926856,0.605039,1
0.232119,0.825781,0.152591,0.219378,0
0.216234,0.978861,0.057197,0.782357,0
0.978248,0.255476,0.095328,0.6433,1
0.859975,0.865594,0.365083,0.653721,1
0.158464,0.175054,0.647207,0.267753,1
0.51817,0.450542,0.245663,0.753187,1
0.982796,0.801016,0.810166,0.603605,1
0.786086,0.663316,0.383707,0.194462,1
0.077523,0.79236,0.323473,0.446002,1
0.964993,0.165938,0.849668,0.643337,1
0.297068,0.37487,0.149599,0.477315,0
0.39842,0.227804,0.802778,0.207408,1
0.967602,0.698491,0.08782,0.307143,1
0.338286,0.926143,0.199989,0.777012,0
0.142563,0.414283,0.722094,0.793274,0
0.313413,0.27788,0.012361,0.742583,0
0.339677,0.164768,0.908934,0.629138,0
0.241181,0.919626,0.570595,0.608543,0
0.754019,0.394575,0.531045,0.617286,1
0.225635,0.67097,0.1473,0.345038,0
0.192895,0.66682,0.91124,0.178751,1
0.121218,0.393135,0.017235,0.625773,0
0.591238,0.33273,0.262453,0.981269,0
0.764103,0.185397,0.313078,0.423432,0
0.748118,0.34883,0.26405,0.859177,1
0.601249,0.567376,0.315808,0.3881,1
0.71425,0.761173,0.478867,0.24383,0
0.897905,0.347789,0.613885,0.377213,0
0.72878,0.184457,0.098718,0.047048,0
0.870683,0.419267,0.132816,0.258211,0
0.060008,0.066864,0.901431,0.544501,1
0.046359,0.590832,0.071939,0.051693,0
0.099308,0.944191,0.57142,0.431706,1
0.587984,0.797588,0.211429,0.719102,0
0.340175,0.851044,0.756778,0.587146,1
0.333144,0.777612,0.405622,0.405499,1
0.139868,0.9287,0.304201,0.891877,1
0.643861,0.183075,0.097578,0.858292,0
0.116902,0.752731,0.894702,0.627049,0
0.571068,0.050478,0.566288,0.909767,0
0.310162,0.520352,0.177955,0.518079,0
0.725741,0.762784,0.382302,0.737796,0
0.394338,0.181982,0.579928,0.678977,0
0.451863,0.489275,0.163936,0.470175,1
0.499894,0.075999,0.532191,0.839629,1
0.183586,0.567705,0.142027,0.490444,0
0.661354,0.609148,0.121953,0.397155,0
0.972663,0.753019,0.298485,0.699273,1
0.939385,0.783365,0.340774,0.330029,1
0.109828,0.882631,0.379928,0.585762,1
0.104215,0.973302,0.578317,0.693719,0
0.39288,0.312379,0.095733,0.897825,1
0.576578,0.69945,0.265347,0.732662,1
0.254075,0.009024,0.825443,0.683093,1
0.125741,0.508744,0.802229,0.835289,1
0.562402,0.01248,0.334976,0.61146,0
0.808478,0.140353,0.815623,0.401651,1
0.80694,0.489853,0.760066,0.868501,1
0.640409,0.351531,0.503944,0.087533,0
0.938716,0.216289,0.31597,0.848563,0
0.501541,0.70251,0.22543,0.049886,1
0.737685,0.604683,0.584673,0.825313,0
0.128229,0.2608,0.009627,0.979326,0
0.922232,0.903199,0.647567,0.222389,0
0.193227,0.160401,0.524024,0.866812,1
0.207386,0.218527,0.325167,0.383709,0
0.321192,0.464832,0.194305,0.665041,1
0.279495,0.331398,0.079062,0.659216,1
0.501427,0.233436,0.444888,0.614096,0
0.129229,0.417739,0.367206,0.016638,1
0.594094,0.286873,0.590138,0.653818,1
0.902191,0.576077,0.518106,0.441832,1
0.388612,0.741453,0.531065,0.130004,0
0.361734,0.915796,0.500856,0.199438,1
0.844883,0.724601,0.59095,0.057982,1
0.330589,0.719577,0.959036,0.166628,1
0.464401,0.433068,0.745685,0.444191,0
0.349268,0.475387,0.526945,0.471011,0
0.779845,0.355517,0.449988,0.925432,1
0.947587,0.238521,0.426718,0.466892,0
0.497498,0.101444,0.890456,0.171821,0
0.723975,0.688344,0.136455,0.35554,1
0.985778,0.61033,0.42648,0.338105,1
0.677678,0.421278,0.756527,0.803573,0
0.158314,0.513741,0.787319,0.781921,1
0.793538,0.140894,0.102956,0.140838,1
0.532795,0.469001,0.266576,0.355792,1
0.596888,0.714231,0.439754,0.388984,0
0.894052,0.663581,0.193903,0.449099,0
0.024339,0.978474,0.976659,0.976963,0
0.964504,0.343787,0.813223,0.01832,0
0.900508,0.725848,0.881455,0.783696,1
0.943827,0.372196,0.163372,0.678291,0
0.370045,0.097219,0.501772,0.833897,1
0.467246,0.558327,0.092272,0.322884,0
0.29612,0.873735,0.816827,0.77547,0
0.269629,0.831257,0.828593,0.024848,0
0.967017,0.392026,0.097983,0.438862,0
0.049361,0.793844,0.683028,0.897002,1
0.374705,0.639695,0.469393,0.803885,1
0.179856,0.213887,0.48136,0.176123,0
0.948134,0.136216,0.641595,0.870632,0
0.372428,0.46362,0.009275,0.225838,1
0.293826,0.443039,0.855376,0.50454,0
0.008236,0.108214,0.052045,0.962269,0
0.922094,0.025256,0.662569,0.971428,0
0.107497,0.762018,0.251825,0.431692,0
0.279525,0.436601,0.781533,0.070304,0
0.320477,0.277657,0.479521,0.67189,1
0.348315,0.762854,0.758066,0.89596,1
0.279646,0.610005,0.162601,0.434547,1
0.625533,0.673099,0.989267,0.687544,0
0.16839,0.643381,0.40549,0.853834,0
0.792619,0.063552,0.372953,0.477762,1
0.131229,0.355371,0.248639,0.82345,1
0.493172,0.057269,0.660583,0.079474,1
0.639877,0.721765,0.231849,0.930946,0
0.099141,0.365013,0.318967,0.183537,1
0.828792,0.451424,0.95701,0.241014,0
